"source_nid","Additional","Street","City","Province"
"135293","","Acrisure Arena,","Palm Desert, CA",""
"135297","","","",""
"135302","1510 E. University Blvd.","Main Library, Room 112A","Tucson, AZ",""
"135303","311","Chemistry","Tucson","Arizona"
"135304","","","",""
"135309","1017 N. Olive Rd.","School of Music, Room 114A,","Tucson, AZ",""
"135314","Rm. 138","Student Union Memorial Center","Tucson","Arizona"
"135316","1030 E. University Blvd.","Student Unions,","Tucson, AZ",""
"135317","","","",""
"135318","","","",""
"135319","","","",""
"135322","Historic Pima County Courthouse","115 N Church Ave Suite 121","Tucson","Arizona"
"135323","1064 E. Lowell St.","ENR2 Building, Room S210,","Tucson, AZ",""
"135334","1303 E. University Blvd.","Student Union, Sabino Room,","Tucson, AZ",""
"135336","","","",""
"135337","","","",""
"135340","1017 N. Olive Rd.","School of Music, Holsclaw Hall,","Tucson, AZ",""
"135341","1017 N. Olive Rd.","School of Music, Crowder Hall,","Tucson, AZ",""
"135342","1017 N. Olive Rd.","School of Music, Crowder Hall,","Tucson, AZ",""
"135343","1017 N. Olive Rd.","School of Music, Crowder Hall,","Tucson, AZ",""
"135344","1017 N. Olive Rd.","School of Music, Crowder Hall,","Tucson, AZ",""
"135345","School of Music building/Holsclaw Hall","1017 N Olive Rd","Tucson","Arizona"
"135346","St. Phillip's in the Hills Episcopal Church","440 N. Campbell Avenue","Tucson","Arizona"
"135347","1017 N. Olive Road","Crowder Hall,","Tucson, AZ",""
"135350","650 N. Park Ave.","McClelland Park, Room 402,","Tucson, AZ",""
"135351","1209 E. University Blvd.","University BookStores (Student Union),","Tucson, AZ",""
"135352","1670 E. Drachman St.","Health Sciences Innovation Building,","Tucson, AZ",""
"135353","1017 N. Olive Rd.","School of Music, Room 114A,","Tucson, AZ",""
"135354","311","Chemistry","Tucson","Arizona"
"135355","","","",""
"135356","192 S. Stone Ave","St. Augustine Cathedral","Tucson","Arizona"
"135357","192 S. Stone Ave","St. Augustine Cathedral","Tucson","Arizona"
"135361","","","",""
"135367","","","",""
"135369","","","",""
"135372","Room 402","Mathematics","Tucson","Arizona"
"135373","","","",""
"135377","","3915 E Broadway Blvd","Tucson","Arizona"
"135381","925 N. Tyndall Ave.","Southwest Institute for Research on Women, Room 100,","Tucson, AZ",""
"135382","","","",""
"135384","","","",""
"135385","","","",""
"135386","","","",""
"135387","1127 James E. Rogers Way,","Engineering Building, Room 101,","Tucson, AZ",""
"135389","","1030 North Olive Road ","Tucson","Arizona"
"135390","","1030 North Olive Road ","Tucson","Arizona"
"135391","311","Social Sciences","Tucson","Arizona"
"135392","","Student Union, Kachina Lounge, 1303 E.","Tucson","Arizona"
"135395","","","",""
"135396","","","",""
"135397","","1510 E University Boulevard","Tucson","Arizona"
"135398","2nd floor by large open staircase","1510 E University Boulevard","Tucson","Arizona"
"135399","Steward Observatory Room N210","933 N. Cherry Ave.","Tucson","Arizona"
"135400","S107","Env and Nat Resources Phase 2","Tucson","Arizona"
"135405","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135406","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135407","1601 E. University Blvd. ","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135408","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135410","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135411","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135412","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135413","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135423","","","",""
"135427","","","",""
"135429","44 N. Stone Ave.","FORGE at Roy Place,","Tucson, AZ",""
"135436","","","",""
"135438","1305 N. Martin Ave.","College of Nursing, Room 300,","Tucson, AZ",""
"135439","1303 E. University Blvd.","Student Union Memorial Center, Gallagher Theater,","Tucson, AZ",""
"135447","","","",""
"135449","1064 E. Lowell St.","ENR2 Building, Room S215,","Tucson, AZ",""
"135451","1118 E. Fourth St.","Physics-Atmospheric Sciences Building, Room 218,","Tucson, AZ",""
"135459","1303 E. University Blvd.","Student Union Memorial Center, Kiva Room,","Tucson, AZ",""
"135460","","","",""
"135463","236","Physics-Atmospheric Sciences","Tucson","Arizona"
"135464","CATalyst Studios (in Main Library), Room B252","1510 E University Boulevard","Tucson","Arizona"
"135465","ENR2 Building - Room S215","1064 E. Lowell Street","Tucson","Arizona"
"135466","Rm. 301","Engineering Bldg. ","Tucson","Arizona"
"135470","","","",""
"135471","","","",""
"135478","","","",""
"135479","","650 N Park Ave.","Tucson","Arizona"
"135480","17 W Congress St, Tucson, AZ 85701","Fox Tucson Theatre","Tucson","Arizona"
"135485","","1423 E. University Blvd.","Tucson","Arizona"
"135486","Room N210","933 N. Cherry Ave.","Tucson","Arizona"
"135488","","1601 E University Blvd","Tucson","Arizona"
"135489","","","",""
"135490","","","",""
"135491","1510 East University Boulevard ","Electrical and Computer Engineering, Room 234","Tucson","Arizona"
"135492","","","",""
"135493","1017 N Olive Rd","School of Music Building/Crowder Hall","Tucson","Arizona"
"135494","School of Music building/Crowder Hall","1017 N Olive Rd","Tucson","Arizona"
"135498","1630 E. University Blvd.","Meinel Optical Sciences Building, Room 305,","Tucson, AZ",""
"135500","","","",""
"135501","","","",""
"135502","1040 E. 4th St.","Gould-Simpson Building, Room 906,","Tucson, AZ",""
"135503","Rm. C401","Health Sciences Education Bldg.","Tucson","Arizona"
"135504","","","",""
"135505","","","",""
"135506","","","",""
"135511","Marshall Building, room 490","845 N Park Ave","Tucson","Arizona"
"135512","","Desert Financial Arena,","Tempe, AZ",""
"135513","","Footprint Center,","Phoenix, AZ",""
"135514","","McKale Center,","Tucson, AZ",""
"135515","","McKale Center,","Tucson, AZ",""
"135516","","McKale Center,","Tucson, AZ",""
"135527","44 N. Stone Ave.","FORGE at Roy Place,","Tucson, AZ",""
"135532","","McKale Center,","Tucson, AZ",""
"135533","","McKale Center,","Tucson, AZ",""
"135534","","Gainbridge Fieldhouse,","Indianapolis, IN",""
"135535","","Footprint Center,","Phoenix, AZ",""
"135536","","T-Mobile Arena,","Las Vegas, NV",""
"135537","","Haas Pavilion,","Berkeley, CA",""
"135538","","Maples Pavilion,","Stanford, CA",""
"135539","","McKale Center,","Tucson, AZ",""
"135540","","McKale Center,","Tucson, AZ",""
"135541","","Beasley Coliseum,","Pullman, WA",""
"135548","","University of Arizona Bookstores,","Tucson, AZ",""
"135549","","","",""
"135550","","","",""
"135555","1670 E. Drachman St.","Skaggs Pharmaceutical Sciences Center, Room 325,","Tucson, AZ",""
"135557","","","",""
"135558","1017 N. Olive Rd.","School of Music Building, Crowder Hall,","Tucson, AZ",""
"135559","1017 N. Olive Rd.","School of Music Building, Crowder Hall,","Tucson, AZ",""
"135560","845 N. Park Ave.","Marshall Building, Room 280,","Tucson, AZ",""
"135561","1017 N. Olive Rd.","School of Music Building, Crowder Hall,","Tucson, AZ",""
"135565","","","",""
"135574","","","",""
"135577","1630 E. University Blvd.","Meinel Optical Sciences Building, Room 821,","Tucson, AZ",""
"135579","1430 E. 2nd St.","Education Building, Room 311, ","Tucson, AZ",""
"135582","1017 N. Olive Rd.","School of Music Building, Holsclaw Hall,","Tucson, AZ",""
"135585","","","",""
"135586","","","",""
"135588","1515 N. Campbell Ave.","Arizona Cancer Center, Kiewit Auditorium,","Tucson, AZ",""
"135589","475 N. 5th St.","Biomedical Sciences Partnership Building, Room E707,","Phoenix, AZ",""
"135593","3233 E. Speedway Blvd.","The Loft Cinema,","Tucson, AZ",""
"135594","7000 N. Resort Dr.","Loews Ventana Canyon Resort,","Tucson, AZ",""
"135595","1133 James E. Rogers Way,","John W. Harshbarger Building, Room 138,","Tucson, AZ",""
"135596","","","",""
"135601","School of Music building/Holsclaw Hall","1017 N Olive Rd","Tucson","Arizona"
"135602","","1030 North Olive Road","Tucson","Arizona"
"135603","School of Music building/Crowder Hall","1017 N Olive Rd","Tucson","Arizona"
"135604","","1030 North Olive Road","Tucson","Arizona"
"135606","","1030 North Olive Road","Tucson","Arizona"
"135611","115 N. Church Ave., Suite 121,","Alfie Norville Gem and Mineral Museum,","Tucson, AZ",""
"135623","100 Montana St.","The Alamodome,","San Antonio, TX",""
"135624","1400 E. 6th St.","SouthREC,","Tucson, AZ",""
"135625","1400 E. 6th St.","SouthREC,","Tucson, AZ",""
"135627","","","",""
"135631","1103 E. Second St.","Richard P. Harvill Building, Room 332A,","Tucson, AZ",""
"135632","1306 E. University Blvd.","Chemistry Building, Room 350,","Tucson, AZ",""
"135633","1064 E. Lowell St.","ENR2 Building, Room S215,","Tucson, AZ",""
"135635","1510 E. University Blvd.","Main Library,","Tucson, AZ",""
"135636","1657 E. Helen St.","Thomas W. Keating Bioresearch Building,","Tucson, AZ",""
"135639","1510 E. University Blvd.","Main Library,","Tucson, AZ",""
"135640","1657 E. Helen St.","Thomas W. Keating Bioresearch Building,","Tucson, AZ",""
"135641","1657 E. Helen St.","Thomas W. Keating Bioresearch Building,","Tucson, AZ",""
"135647","","USS Arizona Mall Memorial,","Tucson, AZ",""
"135649","","","",""
"135650","Rm. 440","Shantz Building ","Tucson","Arizona"
"135651","1503 E. University Blvd.","Psychology Building, Room 208,","Tucson, AZ",""
"135656","1110 James E. Rogers Way,","Cesar E. Chavez Building, Room 431,","Tucson, AZ",""
"135657","1737 E. University Blvd.","Stevie Eller Dance Theatre,","Tucson, AZ",""
"135658","","","",""
"135665","1630 E. University Blvd.","Meinel Optical Sciences Building, Room 821,","Tucson, AZ",""
"135669","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135670","318 E. Congress St.","The Rialto Theatre,","Tucson, AZ",""
"135671","318 E. Congress St.","The Rialto Theatre,","Tucson, AZ",""
"135672","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135673","1601 E. University Blvd. ","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135674","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135675","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135676","1020 E. University Blvd.","Centennial Hall,","Tucson, AZ",""
"135677","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135679","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135692","1510 E. University Blvd.","Special Collections Reading Room,","Tucson, AZ",""
"135696","1303 E. University Blvd.","Student Union Memorial Center, Grand Ballroom,","Tucson, AZ",""
"135697","1031 N. Olive Rd.","University of Arizona Museum of Art,","Tucson, AZ",""
"135698","Museum of Art","1031 N Olive Road","Tucson","Arizona"
"135706","","","",""
"135713","1670 E Drachman St.","Health Sciences Innovation Building, Forum","Tucson","Arizona"
"135714","Center for Creative Photography Auditorium","1030 North Olive Road","Tucson","Arizona"
"135723","Historic Pima County Courthouse","115 N Church Ave Suite 121","Tucson","Arizona"
"135725","Room 228A","Gould Simpson","Tucson","Arizona"
"135726","ENR2 Room 120","1064 E Lowell St. ","Tucson","Arizona"
"135729","1508 E. Helen St.","University of Arizona Poetry Center,","Tucson, AZ",""
"135730","1508 E. Helen St.","University of Arizona Poetry Center,","Tucson, AZ",""
"135731","1508 E. Helen St.","University of Arizona Poetry Center,","Tucson, AZ",""
"135732","1508 E. Helen St.","University of Arizona Poetry Center,","Tucson, AZ",""
"135738","","","",""
"135744","1303 E University Blvd","Student Union Memorial Center, Grand Ballroom","Tucson","Arizona"
"135747","","","",""
"135753","","","",""
"135757","1020 E. University Blvd.","Centennial Hall,","Tucson, AZ",""
"135758","1020 E. University Blvd.","Centennial Hall,","Tucson, AZ",""
"135760","1303 E. University Blvd.","Student Union Memorial Center, Kiva Room,","Tucson, AZ",""
"135762","1657 E. Helen St.","BIO5","Tucson","Arizona"
"135764","1509 E. Helen","ArtWorks","Tucson","Arizona"
"135765","1020 E. University Blvd.","Centennial Hall,","Tucson, AZ",""
"135766","1020 E. University Blvd.","Centennial Hall,","Tucson, AZ",""
"135767","","","",""
"135768","","","",""
"135769","Special Collections ","1510 E University Boulevard","Tucson","Arizona"
"135771","","600 E. Van Buren St. ","Phoenix","Arizona"
"135773","","","Tucson","Arizona"
"135774","1601 E. University Blvd.","Flandrau Science Center and Planetarium,","Tucson, AZ",""
"135798","","1601 E University Blvd.","Tucson","Arizona"
"135799","","","",""
"135800","","1601 E University Blvd.","Tucson","Arizona"
"135809","44 N. Stone Ave.","FORGE at Roy Place,","Tucson, AZ",""
"135810","","","",""
"135814","Student Union, Grand Ballroom, Kachina Lounge, Sabino Room ","1303 E University Blvd, Tucson","Tucson","Arizona"
"135816","","McKale Center,","Tucson, AZ",""
"135817","","McKale Center,","Tucson, AZ",""
"135818","","Gill Coliseum,","Corvallis, OR",""
"135819","","Matthew Knight Arena,","Eugene, OR",""
"135820","","McKale Center,","Tucson, AZ",""
"135821","","McKale Center,","Tucson, AZ",""
"135822","","Jon M. Huntsman Center,","Salt Lake City, UT",""
"135823","1209 E. University Blvd.","BookStores at Student Union Memorial Center,","Tucson, AZ",""
"135824","1209 E. University Blvd.","BookStores at Student Union Memorial Center,","Tucson, AZ",""
"135825","","","",""
"135829","","Gill Coliseum,","Corvallis, OR",""
"135830","","Matthew Knight Arena,","Eugene, OR",""
"135831","","Alaska Airlines Arena at Hec Edmundson,","Seattle, WA",""
"135832","","Beasley Coliseum,","Pullman, WA",""
"135833","","McKale Center,","Tucson, AZ",""
"135834","","McKale Center,","Tucson, AZ",""
"135835","","McKale Center,","Tucson, AZ",""
"135836","","37860 W Smith Enke Rd","Maricopa","Arizona"
"135838","","","",""
"135839","","","",""
"135847","College of Education, 1430 E. Second St. Room 453,","World of Words,","Tucson, AZ",""
"135849","","","",""
"135850","Room 321","Sonett Space Sciences Building","Tucson","Arizona"
"135851","","1601 E University Blvd.","Tucson","Arizona"
"135852","","1601 E University Blvd.","Tucson","Arizona"
"135853","","","",""
"135854","","","",""
"135855","","","",""
"135856","311","Chemistry","Tucson","Arizona"
"135861","","Pauley Pavilion,","Los Angeles, CA",""
"135862","","Galen Center,","Los Angeles, CA",""
"135863","","McKale Center,","Tucson, AZ",""
"135864","","McKale Center,","Tucson, AZ",""
"135865","44 North Stone Ave.","FORGE at Roy Place","Tucson","Arizona"
"135866","","Maples Pavilion,","Stanford, CA",""
"135868","","Haas Pavilion,","Berkeley, CA",""
"135871","","CU Events Center,","Boulder, CO",""
"135872","","McKale Center,","Tucson, AZ",""
"135873","","McKale Center,","Tucson, AZ",""
"135874","","McKale Center,","Tucson, AZ",""
"135875","","Desert Financial Arena,","Tempe, AZ",""
"135879","Crowder Hall","1017 North Olive Road","Tucson","Arizona"
"135880","","","",""
"135881","","1600 E 1st St","Tucson","Arizona"
"135882","","1600 E 1st St","Tucson","Arizona"
"135883","","","Tucson","Arizona"
"135884","","1600 E 1st St","Tucson","Arizona"
"135885","","1600 E 1st St","Tucson","Arizona"
"135886","","","",""
"135887","","1600 E 1st St","Tucson","Arizona"
"135888","","1600 E 1st St","Tucson","Arizona"
"135889","1501 N. Campbell Ave.","University of Arizona College of Medicine  Tucson Lecture Hall, Room 5403 (5th Flr)","Tucson","Arizona"
"135893","","","",""
"135894","","","",""
"135898","318 E. Congress St.","The Rialto Theatre,","Tucson, AZ",""
"135899","110","Bryant Bannister Tree Ring Bld","Tucson","Arizona"
"135902","","1601 E University Blvd.","Tucson","Arizona"
"135903","","1601 E University Blvd.","Tucson","Arizona"
"135904","","","",""
"135905","","","",""
"135907","","","",""
"135912","Room N595","1064 E. Lowell St.","Tucson","Arizona"
"135913","","380 N. 1st Avenue","Phoenix","Arizona"
"135914","Museum of Art","1031 N Olive Road","Tucson","Arizona"
"135915","","650 N Park Ave.","Tucson","Arizona"
"135916","","311 E. Congress St.","Tucson","Arizona"
"135918","","1025 N Olive Rd","Tucson","Arizona"
"135919","","1025 N Olive Rd","Tucson","Arizona"
"135920","550","Steward Observatory","Tucson","Arizona"
"135923","1305 W. Naranja Dr.","Oro Valley Public Library ","Oro Valley, AZ",""
"135924","1508 E. Helen St.","UA Poetry Center,","Tucson, AZ",""
"135925","1508 E. Helen St.","UA Poetry Center,","Tucson, AZ",""
"135926","","1508 E Helen St.","Tucson","Arizona"
"135927","","1508 E Helen St.","Tucson","Arizona"
"135928","","1508 E Helen St.","Tucson","Arizona"
"135929","","1508 E Helen St.","Tucson","Arizona"
"135930","","1508 E Helen St.","Tucson","Arizona"
"135931","","1508 E Helen St.","Tucson","Arizona"
"135932","1508 E. Helen St.","Poetry Center,","Tucson, AZ",""
"135933","","1508 E Helen St.","Tucson","Arizona"
"135947","","","",""
"135949","","","",""
"135951","1303 E. University Blvd.","Student Union Memorial Center, Kiva Room,","Tucson, AZ",""
"135952","845 N. Park Ave.","Marshall Building, Room 284,","Tucson, AZ",""
"135955","1600 E. 1st St.","Graduate Center,","Tucson, AZ",""
"135960","933 N. Cherry Ave.","Steward Observatory, Room N210,","Tucson, AZ",""
"135961","933 N. Cherry Ave.","Steward Observatory, Room N210,","Tucson, AZ",""
"135966","","1295 N Martin Ave","Tucson","Arizona"
"135967","","1100 E University Blvd","Tucson","Arizona"
"135969","","1040 E 4th St","Tucson","Arizona"
"135970","","1600 E 1st St","Tucson","Arizona"
"135971","","","",""
"135973","1201 E. Speedway Blvd.","College of Law, Room 168,","Tucson, AZ",""
"135975","1428 E. University Blvd.","Bear Down Gym,","Tucson, AZ",""
"135976","1423 E. University Blvd.","Modern Languages Building, Room 445,","Tucson, AZ",""
"135978","1508 E. Helen St.","Poetry Center,","Tucson, AZ",""
"135979","1508 E. Helen St.","Poetry Center,","Tucson, AZ",""
"135987","1508 E. Helen St.","Poetry Center,","Tucson, AZ",""
"135988","1508 E. Helen St.","Poetry Center,","Tucson, AZ",""
"135989","1305 W. Naranja Dr.","Oro Valley Public Library,","Tucson, AZ",""
"135990","1306 E. University Blvd.","Chemistry Building, Room 311,","Tucson, AZ",""
"135992","Rm. 5403","Arizona Health Sciences Center","Tucson","Arizona"
"135993","Rm. 103","Richard P. Harvill Bldg. ","Tucson","Arizona"
